   -1.99000   -0.05066   -0.29004   -0.60422   -0.68463
   -1.98000   -0.00819   -0.29898   -0.76803   -0.14501
   -1.97000    0.01658   -0.26331   -0.71044   -2.67644
   -1.96000    0.05237   -0.20587   -0.55667    0.98351
   -1.95000    0.08122   -0.22624   -0.75734   -2.27194
   -1.94000    0.11611   -0.12873   -0.54297   -0.88473
   -1.93000    0.14240   -0.16749   -0.52138    0.57870
   -1.92000    0.18131   -0.07177   -0.79532   -3.66472
   -1.91000    0.20286   -0.09158   -0.11476    2.42252
   -1.90000    0.24426   -0.02366   -1.05801   -3.83216
   -1.89000    0.26512   -0.01496    0.14274    0.99399
   -1.88000    0.30353    0.03210   -1.04162   -1.23548
   -1.87000    0.32822    0.04928    0.06665   -1.69485
   -1.86000    0.36121    0.10085   -0.70436    0.72411
   -1.85000    0.38877    0.10369   -0.24829   -2.15852
   -1.84000    0.41998    0.17253   -0.24168   -0.18712
   -1.83000    0.44468    0.16129   -0.55802   -0.27802
   -1.82000    0.48001    0.23466    0.10350   -1.90764
   -1.81000    0.49681    0.22904   -0.66355    0.45133
   -1.80000    0.53886    0.28705    0.20553   -0.78410
   -1.79000    0.54772    0.29963   -0.53128   -2.45287
   -1.78000    0.59348    0.34099    0.12463    3.58564
   -1.77000    0.59961    0.36061   -0.30089   -7.12634
   -1.76000    0.64200    0.40546    0.04523    7.63025
   -1.75000    0.65305    0.40791   -0.15623   -9.36062
   -1.74000    0.68443    0.47799    0.10258    7.69234
   -1.73000    0.70661    0.44875   -0.15122   -6.97796
   -1.72000    0.72272    0.54763    0.25886    3.50220
   -1.71000    0.75732    0.49460   -0.17559   -1.51204
   -1.70000    0.75974    0.60347    0.37036   -2.11195
   -1.69000    0.80222    0.55340   -0.10190    3.61508
   -1.68000    0.79724    0.64073    0.36666   -5.83956
   -1.67000    0.84053    0.62542    0.06081    5.78849
   -1.66000    0.83424    0.66295    0.33007   -6.16907
   -1.65000    0.87424    0.70278    0.18450    4.79753
   -1.64000    0.86766    0.68066    0.39249   -4.15551
   -1.63000    0.90610    0.77301    0.17180    2.67668
   -1.62000    0.89549    0.70551    0.58968   -2.30900
   -1.61000    0.93610    0.82679    0.05482    1.78570
   -1.60000    0.91937    0.74181    0.83092   -2.25366
   -1.59000    0.96113    0.86525   -0.03977    2.63542
   -1.58000    0.94227    0.78253    0.97855   -3.33955
   -1.57000    0.97938    0.89900    0.01182    3.71129
   -1.56000    0.96341    0.81582    0.94026   -3.73646
   -1.55000    0.99401    0.93686    0.25730    3.48846
   -1.54000    0.97784    0.83851    0.71819   -2.72270
   -1.53000    1.00973    0.97448    0.64337    2.26473
   -1.52000    0.98268    0.86061    0.41040   -1.49736
   -1.51000    1.02616    0.99969    1.03879    1.74060
   -1.50000    0.98151    0.89056    0.16122   -1.72951
   -1.49000    1.03741    1.01198    1.30952    3.05851
   -1.48000    0.98044    0.91883    0.06855   -3.72200
   -1.47000    1.03918    1.02838    1.41328    5.61077
   -1.46000    0.98037    0.92616    0.10877   -6.11217
   -1.45000    1.03426    1.06290    1.43330    7.58155
   -1.44000    0.97580    0.90932    0.16028   -6.98862
   -1.43000    1.02872    1.10564    1.49402    7.29426
   -1.42000    0.96265    0.88858    0.13415   -5.16869
   -1.41000    1.02304    1.13227    1.61784    4.22571
   -1.40000    0.94441    0.88389    0.08280   -0.86257
   -1.39000    1.01116    1.13409    1.69672   -0.70078
   -1.38000    0.92748    0.88951    0.12423    4.40640
   -1.37000    0.98919    1.12906    1.65760   -5.57249
   -1.36000    0.91177    0.88217    0.24243    8.62869
   -1.35000    0.96153    1.13641    1.61691   -8.62498
   -1.34000    0.89040    0.85469    0.24905   10.61074
   -1.33000    0.93524    1.14809    1.77209   -9.47112
   -1.32000    0.85919    0.82756    0.01088   10.84131
   -1.31000    0.91035    1.13927    2.13531   -9.33762
   -1.30000    0.82266    0.82002   -0.34776   10.94198
   -1.29000    0.87995    1.10461    2.47893   -9.76544
   -1.28000    0.78787    0.82094   -0.56887   11.89352
   -1.27000    0.83992    1.06818    2.60120  -10.85806
   -1.26000    0.75500    0.80251   -0.57665   12.90509
   -1.25000    0.79450    1.05116    2.57755  -11.26680
   -1.24000    0.71755    0.75871   -0.56748   12.67385
   -1.23000    0.75054    1.04241    2.64769  -10.39719
   -1.22000    0.67153    0.71386   -0.72813   11.76402
   -1.21000    0.70829    1.01415    2.86782   -9.99508
   -1.20000    0.62099    0.68913   -0.95755   12.63273
   -1.19000    0.66165    0.96001    3.01663  -12.40256
   -1.18000    0.57239    0.67442   -1.00163   16.61883
   -1.17000    0.60697    0.90300    2.91100  -17.35285
