   -1.99900   -0.61920   -0.72213    0.04258    3.57124
   -1.99800   -0.56894   -0.50166   -0.99016   -9.31177
   -1.99700   -0.59660   -0.72605   -0.74180   11.12100
   -1.99600   -0.58364   -0.47589   -0.07403  -14.10134
   -1.99500   -0.57196   -0.74534   -1.67133   12.56989
   -1.99400   -0.59537   -0.45364    0.79125  -11.96761
   -1.99300   -0.55475   -0.74081   -2.37082    7.07550
   -1.99200   -0.59611   -0.47108    1.28592   -3.74522
   -1.99100   -0.55058   -0.68907   -2.61353   -2.79589
   -1.99000   -0.58335   -0.53314    1.30396    6.43887
   -1.98900   -0.55853   -0.60425   -2.43318  -11.80771
   -1.98800   -0.56136   -0.61044    1.02443   12.93539
   -1.98700   -0.57156   -0.52452   -2.13454  -14.71660
   -1.98600   -0.53890   -0.66299    0.82224   11.68355
   -1.98500   -0.58045   -0.48567   -2.07362   -9.23691
   -1.98400   -0.52455   -0.66380    0.93361    2.49223
   -1.98300   -0.57802   -0.50270   -2.28886    2.71938
   -1.98200   -0.52347   -0.61174    1.17610  -10.92166
   -1.98100   -0.56182   -0.56260   -2.42167   16.18800
   -1.98000   -0.53474   -0.53222    1.11450  -23.06875
   -1.97900   -0.53644   -0.63123   -2.08170   25.91593
   -1.97800   -0.55056   -0.46328    0.50866  -29.61820
   -1.97700   -0.51169   -0.67138   -1.23935   29.03808
   -1.97600   -0.56064   -0.43740   -0.45596  -29.54928
   -1.97500   -0.49683   -0.65851   -0.25138   26.56455
   -1.97400   -0.55791   -0.46840   -1.32433  -25.82022
   -1.97300   -0.49607   -0.59196    0.40989   22.93900
   -1.97200   -0.54140   -0.54231   -1.67942  -23.46334
   -1.97100   -0.50704   -0.49953    0.43884   22.56196
   -1.97000   -0.51656   -0.62113   -1.36493  -25.01174
   -1.96900   -0.52189   -0.42364   -0.15246   25.26301
   -1.96800   -0.49253   -0.66444   -0.55939  -27.49462
   -1.96700   -0.53140   -0.39730   -1.04341   26.00929
   -1.96600   -0.47758   -0.65033    0.31876  -25.18490
   -1.96500   -0.52901   -0.42925   -1.77348   19.95264
   -1.96400   -0.47609   -0.58392    0.82342  -15.42214
   -1.96300   -0.51294   -0.50115   -1.96069    7.32230
   -1.96200   -0.48682   -0.49457    0.67774   -1.30243
   -1.96100   -0.48762   -0.57649   -1.46692   -6.56276
   -1.96000   -0.50251   -0.42103   -0.09305   10.65368
   -1.95900   -0.46219   -0.61896   -0.48922  -15.10605
   -1.95800   -0.51336   -0.39357   -1.13675   14.78963
   -1.95700   -0.44591   -0.60693    0.51035  -14.37535
   -1.95600   -0.51170   -0.42322   -1.94824    9.40078
   -1.95500   -0.44402   -0.54151    1.05648   -5.09617
